avgpol,axxpol,ayypol,azzpol,molpol,ASA+,ASA-,ASA_H,ASA_P,asa,maximalprojectionarea,maximalprojectionradius,minimalprojectionarea,minimalprojectionradius,psa,vdwsa,volume,chainatomcount,chainbondcount,fsp3,fusedringcount,rotatablebondcount,acceptorcount,accsitecount,donorcount,donsitecount,mass,hararyindex,balabanindex,hyperwienerindex,wienerindex,wienerpolarity,dipole,nHeavyAtom,nC,nN,nO,nS,nP,fragCpx,nRing,SLogP
17.94,18.06,25.12,10.63,18.58,355.04,249.42,105.61,257.54,97.5,56.53,5.73,25.15,3.5,12.36,231.91,150.35,1.0,2.0,0.22,0.0,1.0,1.0,1.0,0.0,0.0,181.23,30.69,1.66,487.0,199.0,13.0,3.75,12,9,1,0,1,0,37.03,2,2.3191
19.43,18.57,14.89,24.81,19.6,343.45,227.1,116.35,283.02,60.43,58.41,5.72,32.19,3.73,12.03,293.43,177.99,2.0,3.0,0.45,0.0,1.0,1.0,1.0,1.0,1.0,197.229,39.0,1.89,771.0,298.0,19.0,1.82,14,11,1,0,0,0,43.03,2,2.431800000000001
19.44,14.93,18.51,24.88,19.59,346.92,230.58,116.33,275.33,71.59,57.57,5.71,31.89,3.62,12.03,293.51,177.9,2.0,3.0,0.45,0.0,1.0,1.0,1.0,1.0,1.0,197.229,38.81,1.85,800.0,303.0,19.0,3.05,14,11,1,0,0,0,43.03,2,2.431800000000001
19.02,17.83,14.22,25.01,19.37,342.85,255.32,87.54,275.29,67.57,57.98,5.97,31.98,3.77,24.06,283.83,173.4,2.0,3.0,0.4,0.0,1.0,2.0,2.0,2.0,2.0,198.217,39.0,1.89,771.0,298.0,19.0,2.04,14,10,2,0,0,0,43.04,2,1.1987
20.58,14.3,21.07,26.39,20.78,364.27,248.27,116.01,311.69,52.58,60.44,5.95,31.56,3.89,21.26,287.77,178.98,2.0,3.0,0.4,0.0,1.0,2.0,3.0,1.0,1.0,215.65,38.81,1.85,800.0,303.0,19.0,3.77,14,10,1,1,0,0,43.04,2,2.14
18.46,17.81,12.99,24.58,18.58,353.7,256.0,97.7,270.16,83.54,57.95,5.98,30.31,3.57,21.26,278.6,169.9,2.0,3.0,0.4,0.0,1.0,2.0,3.0,1.0,1.0,199.201,38.81,1.85,800.0,303.0,19.0,4.31,14,10,1,1,0,0,43.04,2,1.6257
25.69,28.15,35.5,13.41,25.89,445.31,245.64,199.67,402.65,42.65,81.73,7.15,29.06,4.42,12.36,313.71,207.49,5.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,268.11,49.73,1.67,1958.0,582.0,21.0,4.47,17,13,1,0,0,0,52.04,2,4.883100000000002
21.22,16.7,20.5,26.48,21.74,366.5,252.2,114.3,329.62,36.88,61.67,6.24,34.94,3.81,12.03,316.44,190.02,2.0,3.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,193.265,37.63,1.68,953.0,329.0,16.0,3.36,14,12,1,0,0,0,43.02,2,2.5103
21.3,20.44,16.31,27.15,21.75,361.67,245.9,115.77,322.09,39.58,62.61,6.26,33.54,3.76,12.03,317.18,190.04,2.0,3.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,193.265,37.63,1.68,953.0,329.0,16.0,3.08,14,12,1,0,0,0,43.02,2,2.3678
21.17,26.79,20.32,16.4,21.75,362.69,247.28,115.41,322.0,40.68,61.91,6.28,33.78,3.73,12.03,317.47,190.07,2.0,3.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,193.265,37.63,1.68,953.0,329.0,16.0,2.22,14,12,1,0,0,0,43.02,2,2.367800000000001
22.74,18.06,21.51,28.65,23.4,380.08,287.76,92.33,334.77,45.31,62.96,6.23,36.86,4.08,15.27,329.04,200.1,3.0,4.0,0.45,0.0,2.0,2.0,2.0,1.0,1.0,228.7,42.25,1.66,1108.0,384.0,19.0,1.76,15,11,2,0,0,0,46.04,2,1.8843
20.84,16.42,19.38,26.74,21.5,374.75,283.27,91.47,329.47,45.27,61.41,6.25,34.6,3.61,15.27,313.03,186.18,2.0,3.0,0.45,0.0,2.0,2.0,2.0,1.0,1.0,194.253,37.63,1.68,953.0,329.0,16.0,1.88,14,11,2,0,0,0,43.03,2,1.2309
26.88,38.59,26.35,15.7,26.3,462.94,249.85,213.09,345.32,117.63,84.68,7.74,34.07,4.36,9.23,366.73,233.85,8.0,9.0,0.14,0.0,4.0,1.0,2.0,0.0,0.0,349.123,64.6,1.83,2996.0,861.0,28.0,4.97,20,14,0,1,0,0,61.06,2,5.186000000000002
24.69,23.43,14.09,36.56,24.69,439.46,261.33,178.12,363.2,76.26,77.92,7.71,30.12,4.22,9.23,324.31,206.7,5.0,6.0,0.08,0.0,3.0,1.0,2.0,0.0,0.0,299.115,49.81,1.67,1967.0,582.0,22.0,4.36,17,13,0,1,0,0,52.04,2,4.306300000000002
25.59,36.86,26.55,13.35,25.89,441.88,247.14,194.74,385.82,56.06,81.61,7.69,29.62,4.2,12.36,312.96,207.69,5.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,268.11,49.81,1.67,1967.0,582.0,22.0,2.65,17,13,1,0,0,0,52.04,2,4.883100000000002
23.74,23.19,19.21,28.83,24.59,381.85,265.51,116.35,280.06,101.79,65.86,5.94,41.03,4.23,24.5,333.83,210.32,5.0,6.0,0.36,0.0,1.0,1.0,2.0,1.0,1.0,258.29,50.72,1.79,1720.0,548.0,23.0,1.61,17,11,2,1,1,0,52.06,2,1.9938
18.92,19.72,26.81,10.23,19.81,377.66,221.98,155.67,321.41,56.25,64.62,6.26,25.25,4.0,24.92,261.59,164.85,2.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,188.205,37.63,1.68,953.0,329.0,16.0,4.2,14,11,2,0,0,0,43.03,2,2.9643000000000006
18.47,19.76,22.38,13.27,20.3,370.17,218.38,151.8,293.02,77.15,58.95,5.65,31.57,3.71,9.23,266.23,166.55,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,188.201,37.63,1.68,953.0,329.0,16.0,3.56,14,12,0,1,0,0,43.02,2,3.618000000000002
19.49,27.44,20.79,10.25,22.0,344.38,204.39,139.99,312.35,32.03,63.71,5.92,27.47,3.87,0.0,257.34,162.17,1.0,1.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,184.213,41.17,1.74,657.0,274.0,21.0,1.98,14,13,0,0,0,0,74.01,3,3.3969000000000014
20.57,12.9,20.95,27.86,22.2,366.0,201.26,164.74,333.53,32.47,62.7,5.88,28.56,3.91,12.89,260.73,170.66,4.0,4.0,0.1,2.0,1.0,1.0,1.0,0.0,0.0,230.06,39.66,1.97,722.0,288.0,21.0,5.21,14,10,1,0,0,0,43.04,2,3.7661000000000007
24.78,26.94,30.75,16.64,25.97,403.2,215.4,187.81,340.31,62.9,69.68,6.08,36.61,4.65,12.89,291.76,198.85,6.0,6.0,0.1,2.0,1.0,1.0,1.0,0.0,0.0,298.95,49.01,1.81,1088.0,409.0,25.0,4.64,16,10,1,0,0,0,49.06,2,4.854
19.14,18.75,27.43,11.25,19.14,387.89,219.0,168.88,259.19,128.7,62.11,6.18,25.51,3.58,38.92,253.63,160.86,3.0,4.0,0.11,0.0,2.0,2.0,2.0,0.0,0.0,212.61,38.52,1.83,834.0,309.0,17.0,2.9,14,9,2,1,0,0,43.05,2,2.6145000000000005
21.22,16.68,20.68,26.29,21.75,365.44,252.11,113.32,331.59,33.85,62.03,5.96,34.86,4.01,12.03,316.43,189.96,2.0,3.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,193.265,37.81,1.72,903.0,322.0,16.0,3.05,14,12,1,0,0,0,43.02,2,2.5103
21.3,20.61,16.28,27.0,21.75,360.3,245.78,114.52,324.34,35.96,61.57,5.99,34.67,3.83,12.03,317.18,190.04,2.0,3.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,193.265,37.81,1.72,903.0,322.0,16.0,2.48,14,12,1,0,0,0,43.02,2,2.367800000000001
21.17,20.5,16.38,26.62,21.75,360.68,246.66,114.02,323.5,37.19,62.23,6.01,35.14,3.81,12.03,317.36,190.05,2.0,3.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,193.265,37.81,1.72,903.0,322.0,16.0,2.33,14,12,1,0,0,0,43.02,2,2.3678
18.39,14.0,17.06,24.13,18.18,359.1,218.78,140.32,327.83,31.27,53.61,5.86,31.01,3.69,0.0,254.76,156.09,5.0,5.0,0.33,0.0,3.0,0.0,0.0,0.0,0.0,217.081,25.32,1.93,426.0,170.0,11.0,2.35,11,9,0,0,0,0,11.02,1,3.153200000000002
20.84,19.64,16.33,26.55,21.5,373.3,282.13,91.17,330.59,42.71,61.7,5.99,34.93,3.88,15.27,313.03,186.2,2.0,3.0,0.45,0.0,2.0,2.0,2.0,1.0,1.0,194.253,37.81,1.72,903.0,322.0,16.0,2.01,14,11,2,0,0,0,43.03,2,1.2309
20.93,16.52,19.67,26.59,21.19,375.32,292.05,83.26,313.68,61.63,62.31,5.99,36.41,3.78,15.27,319.55,191.06,3.0,4.0,0.45,0.0,2.0,2.0,2.0,1.0,1.0,212.244,42.52,1.7,1054.0,376.0,20.0,3.28,15,11,2,0,0,0,46.04,2,1.37
20.27,19.16,15.96,25.69,20.68,379.48,280.51,98.97,329.37,50.11,59.58,5.97,34.3,3.67,12.47,308.85,182.87,2.0,3.0,0.45,0.0,2.0,2.0,3.0,0.0,0.0,195.237,37.81,1.72,903.0,322.0,16.0,2.34,14,11,1,1,0,0,43.03,2,1.6579
22.73,28.21,22.01,17.97,23.39,377.41,281.55,95.86,345.47,31.94,62.82,5.96,38.86,4.15,15.27,328.59,200.17,3.0,4.0,0.45,0.0,2.0,2.0,2.0,1.0,1.0,228.7,42.7,1.73,1015.0,370.0,20.0,1.83,15,11,2,0,0,0,46.04,2,1.8843
22.19,21.74,17.36,27.45,22.59,380.94,278.91,102.03,342.05,38.88,62.31,5.98,38.45,4.09,12.47,323.99,196.93,3.0,4.0,0.45,0.0,2.0,2.0,3.0,0.0,0.0,229.68,42.7,1.73,1015.0,370.0,20.0,2.92,15,11,1,1,0,0,46.04,2,2.3113
18.13,25.01,17.25,12.13,20.58,353.57,202.87,150.7,309.87,43.71,58.13,5.76,28.5,3.59,0.0,256.11,162.34,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,190.193,39.41,1.96,704.0,287.0,20.0,1.77,14,12,0,0,0,0,43.02,2,3.631800000000002
20.82,16.47,19.48,26.5,21.5,368.79,289.72,79.06,338.48,30.31,60.43,5.99,36.46,3.77,15.27,313.02,186.22,2.0,3.0,0.45,0.0,2.0,2.0,2.0,1.0,1.0,194.253,38.07,1.76,860.0,315.0,17.0,2.09,14,11,2,0,0,0,43.03,2,1.2309
21.65,16.61,19.19,29.13,20.82,436.81,285.71,151.09,401.44,35.36,62.35,7.01,31.97,3.55,9.23,302.14,182.34,7.0,7.0,0.4,0.0,5.0,1.0,2.0,0.0,0.0,247.107,31.9,1.89,866.0,290.0,14.0,3.01,13,10,0,1,0,0,13.03,1,3.1273000000000017
21.48,19.82,14.14,30.48,21.58,363.7,255.79,107.9,304.8,58.9,63.63,6.5,27.5,3.6,24.39,283.24,178.3,3.0,4.0,0.3,0.0,3.0,2.0,2.0,1.0,1.0,210.27,37.48,1.67,949.0,330.0,15.0,2.42,14,10,2,0,1,0,43.04,2,2.0181
19.13,28.26,16.74,12.39,21.02,362.26,259.95,102.31,319.0,43.26,58.48,6.29,28.17,3.66,25.78,251.44,162.8,2.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,208.62,38.9,1.87,789.0,301.0,19.0,4.42,14,10,2,0,0,0,43.04,2,2.936100000000001
25.05,12.64,27.33,35.19,26.9,402.97,268.37,134.6,356.4,46.57,81.97,7.1,26.12,4.31,47.58,305.99,213.55,6.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,230.27,56.21,1.87,1729.0,593.0,26.0,0.03,18,16,2,0,0,0,55.02,2,3.644560000000002
24.13,24.24,33.35,14.79,25.12,383.96,203.39,180.57,256.22,127.74,70.74,6.62,32.44,3.76,56.91,276.49,194.7,7.0,7.0,0.09,2.0,2.0,3.0,4.0,1.0,1.0,250.7,47.56,1.72,1197.0,431.0,23.0,2.62,16,11,2,1,1,0,49.05,2,3.3277800000000006
23.8,25.42,34.21,11.77,24.94,356.19,211.62,144.57,260.49,95.7,77.47,7.06,28.87,4.61,56.38,264.32,198.04,5.0,6.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,222.247,50.99,1.85,1642.0,536.0,24.0,4.11,17,14,2,1,0,0,52.03,2,2.9199800000000016
19.97,20.1,28.88,10.91,20.46,347.64,233.49,114.14,288.14,59.49,66.21,6.56,23.98,3.75,66.88,243.85,169.36,8.0,8.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,206.63,36.91,2.29,917.0,326.0,17.0,4.89,14,10,2,1,0,0,14.04,1,1.73228
27.74,32.46,30.52,20.22,27.08,365.22,250.62,114.6,295.14,70.08,79.59,6.0,43.41,4.87,47.58,403.89,247.6,5.0,5.0,0.73,0.0,0.0,2.0,2.0,0.0,0.0,230.355,48.91,2.22,1660.0,548.0,22.0,3.6,17,15,2,0,0,0,17.02,1,4.634860000000004
28.71,34.45,30.85,20.82,29.36,444.22,255.36,188.86,358.55,85.67,80.51,6.46,47.8,5.15,64.65,366.81,248.07,9.0,10.0,0.19,0.0,5.0,3.0,4.0,0.0,0.0,280.35,64.78,1.94,2605.0,816.0,27.0,4.62,20,16,2,1,1,0,61.04,2,3.768060000000002
25.43,18.79,23.88,33.6,27.22,424.97,256.74,168.23,381.94,43.02,73.2,7.1,36.38,3.87,40.86,344.24,222.47,6.0,7.0,0.12,0.0,4.0,2.0,3.0,0.0,0.0,235.286,54.86,1.72,2035.0,638.0,24.0,4.31,18,16,1,1,0,0,55.02,2,3.1055800000000016
28.6,30.05,31.94,23.8,29.69,414.13,243.75,170.38,394.76,19.37,71.57,5.95,52.47,5.62,23.79,370.66,239.67,6.0,7.0,0.19,0.0,4.0,1.0,1.0,0.0,0.0,300.199,57.72,2.02,1513.0,557.0,29.0,2.93,18,16,1,0,0,0,55.02,2,4.281280000000002
25.21,30.25,26.24,19.15,27.16,385.83,217.65,168.18,354.81,31.02,69.41,6.21,45.26,4.73,23.79,333.72,217.31,5.0,6.0,0.13,0.0,3.0,1.0,1.0,0.0,0.0,241.72,50.31,1.78,1734.0,552.0,22.0,1.32,17,15,1,0,0,0,52.02,2,4.189880000000003
24.88,28.66,26.99,18.99,26.49,416.1,233.63,182.47,326.45,89.65,69.24,5.79,46.53,5.07,64.25,338.86,220.49,6.0,7.0,0.13,0.0,3.0,3.0,5.0,2.0,2.0,239.274,54.71,1.68,2159.0,653.0,24.0,3.43,18,15,1,2,0,0,55.03,2,2.947680000000001
26.49,34.54,27.83,17.1,27.61,424.33,273.28,151.06,336.28,88.05,79.78,6.79,39.27,4.8,61.09,352.66,231.28,7.0,8.0,0.12,0.0,4.0,3.0,5.0,1.0,1.0,251.285,60.24,1.72,2231.0,712.0,27.0,3.67,19,16,1,2,0,0,58.03,2,3.2346800000000018
25.55,33.67,26.06,16.92,27.16,405.7,234.12,171.58,382.83,22.87,74.69,6.82,36.61,4.25,23.79,332.78,217.44,5.0,6.0,0.13,0.0,3.0,1.0,1.0,0.0,0.0,241.72,50.86,1.84,1590.0,532.0,23.0,2.01,17,15,1,0,0,0,52.02,2,4.189880000000003
26.74,25.64,21.9,32.68,27.89,446.77,280.95,165.82,380.41,66.36,72.2,6.72,43.64,4.42,50.09,344.83,228.64,7.0,8.0,0.07,0.0,4.0,2.0,3.0,0.0,0.0,271.7,59.88,1.67,2353.0,728.0,27.0,5.02,19,15,1,2,0,0,58.04,2,3.761680000000002
23.07,22.57,19.77,26.88,23.57,361.38,243.78,117.6,312.76,48.62,62.0,5.65,42.77,4.37,27.03,320.68,204.31,5.0,6.0,0.42,0.0,2.0,2.0,2.0,0.0,0.0,238.69,48.29,1.81,1051.0,408.0,23.0,4.32,16,12,2,0,0,0,49.04,2,3.1395800000000014
27.48,22.42,25.9,34.12,27.62,403.82,243.07,160.75,374.63,29.19,70.01,6.49,43.53,4.74,27.03,360.43,230.71,5.0,6.0,0.46,0.0,2.0,2.0,2.0,0.0,0.0,269.17,51.78,1.93,1491.0,514.0,25.0,4.09,17,13,2,0,0,0,52.04,2,4.043980000000003
24.81,25.73,28.51,20.19,26.99,397.05,231.68,165.36,350.3,46.75,67.31,5.65,48.61,5.27,47.58,330.7,220.46,6.0,7.0,0.12,0.0,3.0,2.0,2.0,0.0,0.0,232.286,56.21,1.87,1729.0,593.0,26.0,4.59,18,16,2,0,0,0,55.02,2,3.601160000000002
23.48,21.77,20.38,28.3,24.21,362.22,250.57,111.65,336.95,25.27,61.91,5.98,40.87,4.75,23.79,333.64,206.76,3.0,4.0,0.5,0.0,2.0,1.0,1.0,0.0,0.0,199.297,42.73,1.77,974.0,364.0,20.0,3.07,15,14,1,0,0,0,46.01,2,3.874080000000003
23.03,19.17,21.68,28.25,23.88,369.46,254.53,114.93,338.43,31.03,62.45,5.95,38.91,4.2,27.03,328.19,202.72,3.0,4.0,0.46,0.0,2.0,2.0,2.0,0.0,0.0,200.285,42.73,1.77,974.0,364.0,20.0,3.32,15,13,2,0,0,0,46.02,2,2.7371800000000013
21.91,20.71,18.12,26.89,22.7,367.33,260.14,107.19,321.13,46.2,60.27,5.91,38.16,4.29,36.26,314.23,194.91,3.0,4.0,0.42,0.0,2.0,3.0,4.0,0.0,0.0,202.257,42.73,1.77,974.0,364.0,20.0,2.61,15,12,2,1,0,0,46.03,2,1.58348
23.78,19.58,22.8,28.95,25.31,388.13,197.04,191.09,358.52,29.61,64.99,6.21,40.85,4.29,23.79,303.32,200.45,4.0,5.0,0.07,0.0,2.0,1.0,1.0,0.0,0.0,227.69,46.97,1.66,1261.0,442.0,22.0,2.82,16,14,1,0,0,0,49.02,2,3.9954800000000015
24.85,24.2,21.28,29.08,24.59,357.63,273.87,83.76,336.53,21.11,64.26,5.91,40.04,4.4,35.82,376.18,222.2,3.0,4.0,0.92,0.0,2.0,2.0,2.0,1.0,1.0,206.333,42.84,1.76,991.0,366.0,20.0,2.43,15,13,2,0,0,0,46.02,2,3.135180000000002
22.26,27.44,21.08,18.26,22.95,337.94,231.14,106.8,294.33,43.61,58.54,5.85,37.99,3.88,44.02,316.52,198.43,3.0,4.0,0.46,0.0,1.0,2.0,3.0,1.0,1.0,201.269,44.04,1.9,859.0,342.0,23.0,2.73,15,13,1,1,0,0,46.02,2,2.5988800000000003
21.57,21.1,25.55,18.05,20.77,367.61,267.67,99.94,323.62,43.99,60.94,5.82,36.93,4.16,42.25,329.55,193.68,3.0,4.0,0.91,0.0,2.0,3.0,5.0,0.0,0.0,195.262,38.7,1.86,785.0,302.0,17.0,4.3,14,11,1,2,0,0,43.03,2,2.3659800000000004
22.63,19.43,22.6,25.87,22.31,372.51,204.06,168.45,262.59,109.93,61.62,5.65,42.26,4.42,33.02,343.68,213.99,6.0,7.0,0.46,0.0,2.0,2.0,3.0,0.0,0.0,255.24,57.9,1.96,1615.0,570.0,29.0,2.77,18,13,1,1,0,0,55.05,2,3.277180000000002
23.7,24.74,28.58,17.79,23.57,331.54,248.58,82.96,298.44,33.1,68.79,5.81,38.6,4.61,23.79,356.17,213.24,2.0,2.0,0.77,0.0,0.0,1.0,1.0,0.0,0.0,191.318,36.25,2.17,885.0,325.0,16.0,4.14,14,13,1,0,0,0,14.01,1,4.350980000000003
21.47,19.39,15.98,29.05,21.27,432.39,272.31,160.09,345.23,87.16,65.86,7.12,30.65,3.52,62.12,308.41,189.41,9.0,9.0,0.27,0.0,5.0,3.0,5.0,1.0,1.0,204.229,38.34,1.78,1656.0,468.0,15.0,3.87,15,11,2,2,0,0,15.04,1,1.0952799999999998
21.88,16.44,19.19,30.01,21.59,390.89,205.31,185.58,310.93,79.96,62.82,6.52,33.77,3.97,52.89,281.11,181.47,8.0,8.0,0.2,0.0,3.0,2.0,3.0,1.0,1.0,253.099,35.7,2.06,1125.0,358.0,15.0,4.54,14,10,2,1,0,0,14.04,1,1.97898
20.85,16.17,18.95,27.44,19.97,423.94,209.94,214.0,237.82,186.11,65.26,6.59,35.22,3.65,52.89,310.59,194.96,11.0,11.0,0.27,0.0,4.0,2.0,3.0,1.0,1.0,242.201,48.34,2.06,2175.0,610.0,21.0,3.89,17,11,2,1,0,0,17.06,1,2.2352800000000004
20.67,15.57,18.51,27.93,20.63,386.18,205.13,181.05,306.16,80.02,61.97,6.48,31.93,3.72,52.89,277.01,177.25,8.0,8.0,0.2,0.0,3.0,2.0,3.0,1.0,1.0,208.65,35.7,2.06,1125.0,358.0,15.0,4.35,14,10,2,1,0,0,14.04,1,1.86988
18.43,14.25,17.36,23.68,18.45,373.79,203.89,169.89,261.85,111.93,58.19,6.09,32.54,3.73,52.89,267.4,168.09,8.0,8.0,0.2,0.0,3.0,2.0,3.0,1.0,1.0,192.193,35.7,2.06,1125.0,358.0,15.0,4.13,14,10,2,1,0,0,14.04,1,1.35558
18.5,14.49,17.47,23.53,18.24,376.58,240.55,136.03,239.42,137.16,58.97,6.01,32.6,3.73,52.89,273.76,172.98,9.0,9.0,0.2,0.0,3.0,2.0,3.0,1.0,1.0,210.184,40.25,2.06,1301.0,416.0,18.0,3.62,15,10,2,1,0,0,15.05,1,1.49468
21.46,21.86,26.49,16.04,21.59,381.59,218.37,163.22,302.61,78.99,62.62,5.91,36.25,4.03,52.89,279.41,181.66,8.0,8.0,0.2,0.0,3.0,2.0,3.0,1.0,1.0,253.099,36.11,2.15,1026.0,344.0,16.0,4.98,14,10,2,1,0,0,14.04,1,1.97898
18.42,17.54,14.09,23.63,18.45,371.69,214.88,156.81,259.24,112.44,58.53,5.9,32.45,3.71,52.89,266.93,168.17,8.0,8.0,0.2,0.0,3.0,2.0,3.0,1.0,1.0,192.193,36.11,2.15,1026.0,344.0,16.0,5.05,14,10,2,1,0,0,14.04,1,1.35558
22.3,20.29,16.5,30.11,20.53,494.1,305.0,189.1,320.71,173.39,71.34,7.97,31.4,4.06,100.18,335.64,202.93,16.0,15.0,0.6,0.0,9.0,4.0,6.0,0.0,0.0,224.216,39.84,3.15,2475.0,614.0,15.0,3.01,16,10,2,4,0,0,15.06,0,0.68036
17.82,14.29,17.31,21.85,18.3,390.6,221.18,169.42,309.52,81.08,55.21,5.71,33.88,3.85,50.09,258.71,160.76,7.0,7.0,0.2,0.0,4.0,2.0,3.0,0.0,0.0,175.187,31.81,1.87,860.0,290.0,13.0,3.38,13,10,1,2,0,0,13.03,1,1.64348
22.63,24.1,29.62,14.16,23.56,386.27,210.06,176.21,267.35,118.92,68.92,6.0,31.92,4.12,40.86,274.39,188.15,7.0,7.0,0.09,2.0,2.0,2.0,3.0,0.0,0.0,253.68,47.98,1.75,1195.0,428.0,24.0,2.36,16,11,1,1,1,0,49.05,2,3.790180000000001
22.5,24.03,29.37,14.12,23.84,379.59,204.45,175.14,293.72,85.87,67.07,5.92,32.01,4.11,40.86,267.36,183.27,6.0,6.0,0.09,2.0,2.0,2.0,3.0,0.0,0.0,235.69,43.55,1.85,947.0,356.0,22.0,4.27,15,11,1,1,1,0,46.04,2,3.651080000000001
24.38,33.75,21.88,17.52,25.98,403.91,239.87,164.05,362.8,41.11,67.58,6.81,34.27,3.63,33.02,333.31,212.74,5.0,6.0,0.13,0.0,4.0,2.0,3.0,0.0,0.0,223.275,50.2,1.81,1639.0,542.0,21.0,4.97,17,15,1,1,0,0,52.02,2,3.720380000000002
22.49,31.46,16.11,19.89,22.42,433.48,290.49,143.0,363.49,70.0,68.0,7.56,32.25,3.66,52.89,322.69,197.33,9.0,9.0,0.33,0.0,5.0,2.0,3.0,1.0,1.0,202.257,38.47,1.81,1611.0,462.0,15.0,4.64,15,12,2,1,0,0,15.03,1,1.64908
27.17,30.99,27.79,22.73,28.84,408.07,251.99,156.07,348.85,59.22,70.91,6.09,52.27,6.05,47.58,367.34,237.93,7.0,8.0,0.18,0.0,4.0,2.0,2.0,0.0,0.0,246.313,62.05,1.91,1867.0,656.0,30.0,3.24,19,17,2,0,0,0,58.02,2,3.800060000000003
22.36,27.43,23.3,16.36,20.49,433.83,295.76,138.07,371.48,62.34,69.09,6.43,41.71,5.24,42.25,322.37,193.24,13.0,12.0,0.88,0.0,8.0,3.0,5.0,0.0,0.0,226.1,30.13,3.47,885.0,300.0,12.0,3.18,13,8,1,2,0,0,12.05,0,2.1270800000000003
21.6,24.85,22.85,17.11,20.77,346.98,271.45,75.53,287.17,59.81,62.14,5.8,39.35,4.39,42.25,329.15,193.51,4.0,4.0,0.91,0.0,2.0,3.0,5.0,0.0,0.0,195.262,39.13,1.95,745.0,294.0,19.0,3.52,14,11,1,2,0,0,43.03,2,2.2234800000000003
26.86,29.76,31.6,19.21,27.62,428.21,295.5,132.7,363.17,65.03,79.66,5.98,45.12,5.19,44.1,388.23,238.89,6.0,7.0,0.47,0.0,4.0,3.0,4.0,0.0,0.0,242.322,54.09,1.66,2250.0,667.0,23.0,4.67,18,15,2,1,0,0,55.03,2,2.381380000000001
19.02,17.54,14.84,24.67,18.27,338.62,249.76,88.86,295.1,43.52,58.56,6.24,30.37,3.69,23.79,291.32,169.71,5.0,5.0,0.9,0.0,3.0,1.0,1.0,0.0,0.0,151.253,24.67,1.78,492.0,182.0,10.0,3.05,11,10,1,0,0,0,11.01,1,3.260580000000002
24.34,22.22,19.34,31.47,23.09,455.78,342.52,113.26,389.54,66.24,69.65,7.43,38.34,4.41,42.25,355.81,214.26,9.0,9.0,0.75,0.0,6.0,3.0,5.0,0.0,0.0,209.289,37.46,1.67,1893.0,498.0,14.0,4.18,15,12,1,2,0,0,15.03,1,2.779680000000001
21.48,16.31,17.04,31.08,19.52,434.04,295.02,139.02,318.1,115.94,68.35,8.4,28.87,3.47,61.09,328.66,191.58,13.0,12.0,0.8,0.0,8.0,3.0,5.0,1.0,1.0,183.251,28.76,2.84,1290.0,354.0,10.0,2.06,13,10,1,2,0,0,12.03,0,2.715380000000001
25.71,20.07,19.28,37.78,23.19,498.62,345.33,153.29,382.6,116.02,79.87,9.72,29.4,3.77,61.09,389.72,225.58,15.0,14.0,0.83,0.0,10.0,3.0,5.0,1.0,1.0,211.305,35.2,2.87,2278.0,548.0,12.0,2.07,15,12,1,2,0,0,14.03,0,3.495580000000001
28.15,20.54,22.16,41.75,25.29,521.59,362.85,158.74,477.59,44.0,81.72,9.92,29.45,3.36,23.79,402.43,233.23,14.0,13.0,0.92,0.0,10.0,1.0,1.0,0.0,0.0,260.219,31.52,2.78,1820.0,455.0,11.0,2.8,14,12,1,0,0,0,13.02,0,4.805880000000005
38.03,27.66,29.4,57.02,35.67,632.87,465.93,166.94,557.24,75.62,106.85,12.55,39.67,4.02,47.58,536.12,318.62,16.0,16.0,0.6,0.0,12.0,2.0,2.0,0.0,0.0,296.458,64.14,1.88,8102.0,1539.0,23.0,0.0,22,20,2,0,0,0,22.02,1,5.719760000000005
25.7,20.15,18.59,38.37,23.21,512.79,368.48,144.32,412.82,99.98,79.55,9.97,27.33,3.06,56.81,385.23,223.72,15.0,14.0,0.83,0.0,10.0,3.0,4.0,0.0,0.0,208.305,34.77,2.81,2380.0,560.0,12.0,4.66,15,12,2,1,0,0,14.03,0,3.1709600000000018
21.05,18.68,15.98,28.47,21.18,406.99,270.68,136.31,363.07,43.92,62.09,7.17,29.84,3.46,23.79,305.5,183.48,7.0,7.0,0.42,0.0,5.0,1.0,1.0,0.0,0.0,173.259,30.93,1.72,1022.0,314.0,12.0,2.85,13,12,1,0,0,0,13.01,1,3.313080000000002
