ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,sigma-price,sigma-avail,sigma-url
POOL-00007667,"InChI=1S/C13H12FNO3/c1-3-17-13(16)11-8(2)18-15-12(11)9-4-6-10(14)7-5-9/h4-7H,3H2,1-2H3",CCOC(=O)c1c(-c2ccc(F)cc2)noc1C,560.1153754227819,False,['954230-39-8'],0.1822197734,5,$201.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/jrd0100
POOL-00001887,"InChI=1S/C13H9NO2S/c15-10-5-3-9(4-6-10)11-8-17-13(14-11)12-2-1-7-16-12/h1-8,15H",Oc1ccc(-c2csc(-c3ccco3)n2)cc1,611.1791010131346,False,['1499399-91-5'],0.2242693088,5,,,
POOL-00020245,"InChI=1S/C15H15NO2/c1-17-13-9-7-12(8-10-13)11-16-14-5-3-4-6-15(14)18-2/h3-11H,1-2H3",COc1ccc(C=Nc2ccccc2OC)cc1,532.4447945489236,False,['57420-67-4'],0.1911824792,5,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s602167
POOL-00007669,"InChI=1S/C13H25NO/c1-2-4-12(5-3-1)7-9-15-11-13-6-8-14-10-13/h12-14H,1-11H2",C1CCC(CCOCC2CCNC2)CC1,159.91888810914983,False,['954220-61-2'],0.2062098893,5,,,
POOL-00002427,"InChI=1S/C15H17NO3/c1-2-10-19-15(18)16-9-8-13(17)11-14(16)12-6-4-3-5-7-12/h2-7,14H,1,8-11H2",C=CCOC(=O)N1CCC(=O)CC1c1ccccc1,469.5388477360305,False,['849928-32-1'],0.1878533072,5,,,
POOL-00031413,"InChI=1S/C12H12N2O2S/c1-3-16-12(15)10-8(2)14-11(17-10)9-5-4-6-13-7-9/h4-7H,3H2,1-2H3",CCOC(=O)c1sc(-c2cccnc2)nc1C,522.5568281195697,False,['39091-00-4'],0.185820181,5,,,
POOL-00021841,"InChI=1S/C17H16N2O/c18-12-11-17(20)19(13-15-7-3-1-4-8-15)14-16-9-5-2-6-10-16/h1-10H,11,13-14H2",N#CCC(=O)N(Cc1ccccc1)Cc1ccccc1,545.8919984605118,False,['175460-84-1'],0.1878572251,5,$114.00/500 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/matrixscientific/mat196008539?context=bbe
POOL-00013277,"InChI=1S/C15H11FN2O/c16-12-3-7-14(8-4-12)19-13-5-1-11(2-6-13)15-9-10-17-18-15/h1-10H,(H,17,18)",Fc1ccc(Oc2ccc(-c3cc[nH]n3)cc2)cc1,645.627272683499,False,['299206-73-8'],0.2182295223,5,,,
POOL-00005685,"InChI=1S/C13H18N2O2/c1-2-11-5-3-4-8-15(11)12-9-10(13(16)17)6-7-14-12/h6-7,9,11H,2-5,8H2,1H3,(H,16,17)",CCC1CCCCN1c1cc(C(=O)O)ccn1,406.1608652237543,False,['1094711-00-8'],0.2026703923,5,,,
POOL-00031896,"InChI=1S/C15H14N2O2/c1-11(18)12-7-9-14(10-8-12)17-15(19)16-13-5-3-2-4-6-13/h2-10H,1H3,(H2,16,17,19)",CC(=O)c1ccc(NC(O)=Nc2ccccc2)cc1,589.3024561874839,False,['13143-03-8'],0.2133573765,5,$68.10/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r645370
POOL-00037386,"InChI=1S/C13H14N2/c14-12-6-4-10(5-7-12)8-11-2-1-3-13(15)9-11/h1-7,9H,8,14-15H2",Nc1ccc(Cc2cccc(N)c2)cc1,446.3480616534616,False,['19430-83-2'],0.1902502972,5,"$53.70
$32.22/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/655449
POOL-00032676,"InChI=1S/C16H13N/c1-3-7-13(8-4-1)15-11-12-16(17-15)14-9-5-2-6-10-14/h1-12,17H",c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1,539.7348909805722,False,['838-40-4'],0.1853863708,5,$156.00/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/comh0423814a?context=bbe
POOL-00028707,"InChI=1S/C15H12N2OS/c16-15-17-14(10-19-15)11-6-8-13(9-7-11)18-12-4-2-1-3-5-12/h1-10H,(H2,16,17)",N=c1[nH]c(-c2ccc(Oc3ccccc3)cc2)cs1,713.661317349259,False,['105512-82-1'],0.2046205391,5,,,
POOL-00034038,"InChI=1S/C15H14N2O2/c1-11(18)12-6-5-9-14(10-12)17-15(19)16-13-7-3-2-4-8-13/h2-10H,1H3,(H2,16,17,19)",CC(=O)c1cccc(NC(O)=Nc2ccccc2)c1,606.5524561874839,False,['42865-77-0'],0.2124333941,5,$138.00/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r813990
POOL-00015326,"InChI=1S/C16H23NO2/c1-13(14-5-3-2-4-6-14)17-15-7-9-16(10-8-15)18-11-12-19-16/h2-6,13,15,17H,7-12H2,1H3",CC(NC1CCC2(CC1)OCCO2)c1ccccc1,390.469777052277,False,['937796-19-5'],0.1924644451,5,,,
POOL-00018905,"InChI=1S/C14H13NO3/c1-18-11-6-7-13(16)10(8-11)9-15-12-4-2-3-5-14(12)17/h2-9,16-17H,1H3",COc1ccc(O)c(C=Nc2ccccc2O)c1,579.0018291669296,False,['1761-44-0'],0.1715105097,5,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s31586
POOL-00029451,"InChI=1S/C9H7BrN2OS2/c1-5(13)11-9-12-6(4-14-9)7-2-3-8(10)15-7/h2-4H,1H3,(H,11,12,13)",CC(O)=Nc1nc(-c2ccc(Br)s2)cs1,499.6903471000956,False,['34800-26-5'],0.1871887744,5,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r443794
POOL-00043140,"InChI=1S/C13H26N2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h10-13H,1-9,14-15H2",NC1CCC(CC2CCC(N)CC2)CC1,156.9749743550015,False,"['1761-71-3', '6693-29-4', '6693-31-8', '6693-30-7']",0.2194001687,5,$122.00/250 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/368849
POOL-00024946,"InChI=1S/C14H16N2O3/c17-13-10-12(15-6-8-19-9-7-15)14(18)16(13)11-4-2-1-3-5-11/h1-5,12H,6-10H2",O=C1CC(N2CCOCC2)C(=O)N1c1ccccc1,482.7242608991908,False,['53541-45-0'],0.2175647706,5,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s703206
POOL-00043030,"InChI=1S/C12H12N2S2/c13-9-5-1-3-7-11(9)15-16-12-8-4-2-6-10(12)14/h1-8H,13-14H2",Nc1ccccc1SSc1ccccc1N,440.449905948586,False,['1141-88-4'],0.2074076335,5,$154.00/10 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/166766
POOL-00041859,"InChI=1S/C15H17NS2/c1-16-8-2-5-12(11-16)15(13-6-3-9-17-13)14-7-4-10-18-14/h3-4,6-7,9-10H,2,5,8,11H2,1H3",CN1CCCC(=C(c2cccs2)c2cccs2)C1,486.60928914083286,False,['5169-78-8'],0.1821277308,5,,,
POOL-00028591,"InChI=1S/C15H17NO2/c1-11-12-7-3-4-8-13(12)18-14(11)15(17)16-9-5-2-6-10-16/h3-4,7-8H,2,5-6,9-10H2,1H3",Cc1c(C(=O)N2CCCCC2)oc2ccccc12,579.1911686013141,False,['92646-70-3'],0.1723292115,6,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l438499
POOL-00035516,"InChI=1S/C15H13NO/c1-2-5-12(6-3-1)11-17-15-8-4-7-14-13(15)9-10-16-14/h1-10,16H,11H2",c1ccc(COc2cccc3[nH]ccc23)cc1,612.9129188543341,False,['20289-26-3'],0.1768077622,6,"$30.00
$18.00/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/246212
POOL-00019987,"InChI=1S/C13H14O2/c1-9-5-4-6-10-7-12(14-2)13(15-3)8-11(9)10/h4-8H,1-3H3",COc1cc2cccc(C)c2cc1OC,489.1050894696965,False,['1865-90-3'],0.1875160908,6,,,
POOL-00036261,InChI=1S/C14H9NO/c16-9-12-10-5-1-3-7-13(10)15-14-8-4-2-6-11(12)14/h1-9H,O=Cc1c2ccccc2nc2ccccc12,634.4503651700353,False,['885-23-4'],0.1809522236,6,$102.00/250 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/775525
POOL-00004100,"InChI=1S/C15H11NO2/c17-14-10-15(18)16(11-6-2-1-3-7-11)13-9-5-4-8-12(13)14/h1-10,17H",O=c1cc(O)c2ccccc2n1-c1ccccc1,760.2956546799152,False,['14994-75-3'],0.2505860863,6,,,
POOL-00029907,"InChI=1S/C13H12O2/c1-9(14)13-11-6-4-3-5-10(11)7-8-12(13)15-2/h3-8H,1-2H3",COc1ccc2ccccc2c1C(C)=O,514.9249217829662,False,['5672-94-6'],0.1723607489,6,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010868
POOL-00033162,"InChI=1S/C15H13NO/c1-2-4-12(5-3-1)11-17-14-7-6-13-8-9-16-15(13)10-14/h1-10,16H,11H2",c1ccc(COc2ccc3cc[nH]c3c2)cc1,612.9129188543341,False,['15903-94-3'],0.216278694,6,"$74.10
$22.23/250 MG","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/b5131
POOL-00019516,"InChI=1S/C13H12O3/c1-15-12-10-6-4-3-5-9(10)7-8-11(12)13(14)16-2/h3-8H,1-2H3",COC(=O)c1ccc2ccccc2c1OC,531.6887866132065,False,['6039-59-4'],0.1858275306,6,$317.00/5 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/529125
POOL-00033159,"InChI=1S/C15H13NO/c1-2-5-12(6-3-1)11-17-14-8-4-7-13-9-10-16-15(13)14/h1-10,16H,11H2",c1ccc(COc2cccc3cc[nH]c23)cc1,612.9129188543341,False,['20289-27-4'],0.1828987595,6,$66.90/5 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/636800
POOL-00010709,"InChI=1S/C13H15NO/c1-15-9-6-7-13-11(8-9)10-4-2-3-5-12(10)14-13/h6-8,14H,2-5H2,1H3",COc1ccc2[nH]c3c(c2c1)CCCC3,498.4504164796091,False,['13070-45-6'],0.1773290837,6,$134.00/1 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph003291
POOL-00043055,"InChI=1S/C15H13NO/c1-2-4-12(5-3-1)11-17-14-6-7-15-13(10-14)8-9-16-15/h1-10,16H,11H2",c1ccc(COc2ccc3[nH]ccc3c2)cc1,612.9129188543341,False,['1215-59-4'],0.2184042561,6,$32.40/5 G,"Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/b27803
POOL-00043052,"InChI=1S/C15H12O/c16-15-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)15/h1-8H,9-10H2",O=C1c2ccccc2CCc2ccccc21,505.3663390649022,False,['1210-35-1'],0.1825723632,6,$325.00/50 MG,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sial/phr2836
POOL-00020152,"InChI=1S/C12H13NO2/c1-3-15-12(14)11-8(2)13-10-7-5-4-6-9(10)11/h4-7,13H,3H2,1-2H3",CCOC(=O)c1c(C)[nH]c2ccccc12,499.29147030895285,False,['53855-47-3'],0.1992763128,6,$89.50/1 G,"Estimated to ship on June 23, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/511412
POOL-00031240,"InChI=1S/C12H13NO2/c1-7-12(8(2)14)10-6-9(15-3)4-5-11(10)13-7/h4-6,13H,1-3H3",COc1ccc2[nH]c(C)c(C(C)=O)c2c1,525.6467954723821,False,['55895-80-2'],0.1897185918,6,$134.00/1 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph002942
POOL-00029502,"InChI=1S/C13H13NO2/c1-7-4-8(2)12-10(5-7)11(13(15)16)6-9(3)14-12/h4-6H,1-3H3,(H,15,16)",Cc1cc(C)c2nc(C)cc(C(=O)O)c2c1,587.9925548664305,False,['93189-20-9'],0.1965952458,6,,,
POOL-00005460,"InChI=1S/C12H12BrN/c1-7-4-8(2)12-10(5-7)11(13)6-9(3)14-12/h4-6H,1-3H3",Cc1cc(C)c2nc(C)cc(Br)c2c1,455.88815563933,False,['1070879-60-5'],0.1722261959,6,$332.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/bbo000288
POOL-00021024,"InChI=1S/C15H15NO2/c1-18-15(17)14-10-6-2-4-8-12(10)16-13-9-5-3-7-11(13)14/h2,4,6,8H,3,5,7,9H2,1H3",COC(=O)c1c2c(nc3ccccc13)CCCC2,619.1648654756666,False,['55618-86-5'],0.1720141357,6,$172.00/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t108456
POOL-00005461,"InChI=1S/C12H12BrN/c1-7-4-5-10-11(13)6-8(2)14-12(10)9(7)3/h4-6H,1-3H3",Cc1cc(Br)c2ccc(C)c(C)c2n1,503.1381556393299,False,['1070879-61-6'],0.1835463681,6,$332.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/bbo000289
POOL-00041958,"InChI=1S/C16H12O2/c1-2-10-7-8-13-14(9-10)16(18)12-6-4-3-5-11(12)15(13)17/h3-9H,2H2,1H3",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,668.5472200566021,False,['84-51-5'],0.1737299047,6,"$57.30
$17.19/100 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/e12206
POOL-00033160,"InChI=1S/C16H13NO2/c18-10-13-9-17-16-14(13)7-4-8-15(16)19-11-12-5-2-1-3-6-12/h1-10,17H,11H2",O=Cc1c[nH]c2c(OCc3ccccc3)cccc12,701.1006074537738,False,['92855-65-7'],0.1858213733,6,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r437174
POOL-00012417,"InChI=1S/C13H10O2/c14-12-7-8-15-13-10-4-2-1-3-9(10)5-6-11(12)13/h1-6H,7-8H2",O=C1CCOc2c1ccc1ccccc21,543.2272921324728,False,['16563-51-2'],0.1812201315,6,$134.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010841
POOL-00010499,"InChI=1S/C13H13NO2/c1-3-9-5-4-6-10-7-11(13(15)16)8(2)14-12(9)10/h4-7H,3H2,1-2H3,(H,15,16)",CCc1cccc2cc(C(=O)O)c(C)nc12,561.1063038458256,False,['948291-31-4'],0.2636425525,6,$266.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/bbo000228
POOL-00031412,"InChI=1S/C17H13NO/c19-17-8-4-3-7-15(17)12-18-16-10-9-13-5-1-2-6-14(13)11-16/h1-12,19H",Oc1ccccc1C=Nc1ccc2ccccc2c1,746.8430590049679,False,['1689-72-1'],0.2580266423,6,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s31292
POOL-00042409,"InChI=1S/C16H13N/c1-2-8-15(9-3-1)17-16-11-10-13-6-4-5-7-14(13)12-16/h1-12,17H",c1ccc(Nc2ccc3ccccc3c2)cc1,629.1061251510306,False,['135-88-6'],0.1888330128,6,$45.00/25 G,"Estimated to ship on October 05, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/178055
POOL-00023487,"InChI=1S/C16H19NO2/c1-11-6-5-9-17(10-11)16(18)15-12(2)13-7-3-4-8-14(13)19-15/h3-4,7-8,11H,5-6,9-10H2,1-2H3",Cc1c(C(=O)N2CCCC(C)C2)oc2ccccc12,614.2365005689221,False,['618080-32-3'],0.1873272326,6,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l427748
POOL-00041098,"InChI=1S/C16H13NO2/c18-10-13-9-17-16-7-6-14(8-15(13)16)19-11-12-4-2-1-3-5-12/h1-10,17H,11H2",O=Cc1c[nH]c2ccc(OCc3ccccc3)cc12,701.1006074537738,False,['6953-22-6'],0.256820751,6,,,
POOL-00041622,"InChI=1S/C15H12O3/c16-11-6-7-12-13(17)9-14(18-15(12)8-11)10-4-2-1-3-5-10/h1-8,14,16H,9H2",O=C1CC(c2ccccc2)Oc2cc(O)ccc21,589.942638689514,False,"['6515-36-2', '41680-08-4']",0.2809422152,6,$269.00/5 G,"Only 2 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/419753
POOL-00036345,"InChI=1S/C14H20O2/c1-8-9(2)13-11(10(3)12(8)15)6-7-14(4,5)16-13/h15H,6-7H2,1-5H3",Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,444.7839429548632,False,['950-99-2'],0.1825558275,6,$70.60/5 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/430676
POOL-00038185,"InChI=1S/C13H11NO2/c15-13(16)12-8-4-1-2-6-10(8)14-11-7-3-5-9(11)12/h1-2,4,6H,3,5,7H2,(H,15,16)",O=C(O)c1c2c(nc3ccccc13)CCC2,589.7474423685939,False,['5447-47-2'],0.1829728462,6,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t108731
POOL-00040166,"InChI=1S/C15H15N/c1-11(2)16-14-9-5-3-7-12(14)13-8-4-6-10-15(13)16/h3-11H,1-2H3",CC(C)n1c2ccccc2c2ccccc21,593.3933108209083,False,['1484-09-9'],0.1985767334,6,$19.50/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/comh93d66c37?context=bbe
POOL-00040135,"InChI=1S/C14H10OS/c15-14-11-6-2-1-5-10(11)9-16-13-8-4-3-7-12(13)14/h1-8H,9H2",O=C1c2ccccc2CSc2ccccc21,510.6667290902235,False,['1531-77-7'],0.1790089523,6,$405.00/5 G,"Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/521639
POOL-00007532,"InChI=1S/C16H13NO2/c18-10-13-9-17-16-8-14(6-7-15(13)16)19-11-12-4-2-1-3-5-12/h1-10,17H,11H2",O=Cc1c[nH]c2cc(OCc3ccccc3)ccc12,701.1006074537738,False,['92855-64-6'],0.2582645498,6,,,
POOL-00033773,"InChI=1S/C15H15N/c1-2-11-16-14-9-5-3-7-12(14)13-8-4-6-10-15(13)16/h3-10H,2,11H2,1H3",CCCn1c2ccccc2c2ccccc21,580.7733985413754,False,['1484-10-2'],0.1995904855,6,$134.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s289485
POOL-00028752,"InChI=1S/C13H14O4/c1-4-16-13(14)12-8(2)17-11-6-5-9(15-3)7-10(11)12/h5-7H,4H2,1-3H3",CCOC(=O)c1c(C)oc2ccc(OC)cc12,553.7899586701317,False,['7287-51-6'],0.1752974814,6,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r573582
POOL-00034931,"InChI=1S/C16H15NO/c1-12-15(13-8-4-2-5-9-13)17(16(12)18)14-10-6-3-7-11-14/h2-12,15H,1H3",CC1C(=O)N(c2ccccc2)C1c1ccccc1,549.82434808439,False,['7468-12-4'],0.1996225729,6,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s811157
POOL-00037460,"InChI=1S/C14H12O/c1-15-14-12-8-4-2-6-10(12)11-7-3-5-9-13(11)14/h2-9,14H,1H3",COC1c2ccccc2-c2ccccc21,456.6968165159198,False,['73493-71-7'],0.1721534009,6,,,
POOL-00040417,"InChI=1S/C15H14O/c1-11-8-9-14(10-12(11)2)15(16)13-6-4-3-5-7-13/h3-10H,1-2H3",Cc1ccc(C(=O)c2ccccc2)cc1C,512.2130901529121,False,['2571-39-3'],0.1813464512,6,"$175.00
$105.00/50 G","Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/d149675
POOL-00040660,"InChI=1S/C15H14O/c1-11-8-12(2)10-14(9-11)15(16)13-6-4-3-5-7-13/h3-10H,1-2H3",Cc1cc(C)cc(C(=O)c2ccccc2)c1,491.9630901529122,False,['13319-70-5'],0.1815940691,6,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s55809
POOL-00033363,"InChI=1S/C13H10OS/c14-12-7-8-15-13-10-4-2-1-3-9(10)5-6-11(12)13/h1-6H,7-8H2",O=C1CCSc2c1ccc1ccccc21,545.2272921324728,False,['7433-02-5'],0.1847618135,6,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s888265
POOL-00037905,"InChI=1S/C15H14O/c1-11-7-3-5-9-13(11)15(16)14-10-6-4-8-12(14)2/h3-10H,1-2H3",Cc1ccccc1C(=O)c1ccccc1C,478.9630901529122,False,['1018-97-9'],0.1794674039,6,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s846880
POOL-00040056,"InChI=1S/C13H11NS/c1-14-10-6-2-4-8-12(10)15-13-9-5-3-7-11(13)14/h2-9H,1H3",CN1c2ccccc2Sc2ccccc21,461.8940690888921,False,['1207-72-3'],0.1748972044,6,$79.80/5 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/425346
POOL-00005563,"InChI=1S/C18H22O/c1-12-5-7-13(8-6-12)11-14-15-9-10-18(4,16(14)19)17(15,2)3/h5-8,11,15H,9-10H2,1-4H3",Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,561.8580089876539,False,['36861-47-9'],0.1922985621,6,$160.00/250 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/78551
POOL-00038664,"InChI=1S/C15H14O/c1-2-12-8-10-14(11-9-12)15(16)13-6-4-3-5-7-13/h3-11H,2H2,1H3",CCc1ccc(C(=O)c2ccccc2)cc1,468.5479550586343,False,['18220-90-1'],0.1772301989,6,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t333115
POOL-00039736,"InChI=1S/C15H14O/c1-11-3-7-13(8-4-11)15(16)14-9-5-12(2)6-10-14/h3-10H,1-2H3",Cc1ccc(C(=O)c2ccc(C)cc2)cc1,444.4630901529121,False,['611-97-2'],0.1805397488,6,$91.20/10 G,"Estimated to ship on July 24, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/225274
POOL-00031398,"InChI=1S/C17H19N/c1-10-6-8-12(3)16-14(10)15-11(2)7-9-13(4)17(15)18(16)5/h6-9H,1-5H3",Cc1ccc(C)c2c1c1c(C)ccc(C)c1n2C,710.240712473625,False,['27477-88-9'],0.1878552719,6,,,
POOL-00029334,"InChI=1S/C12H11BrO4/c1-6-11(12(14)16-3)7-4-10(15-2)8(13)5-9(7)17-6/h4-5H,1-3H3",COC(=O)c1c(C)oc2cc(Br)c(OC)cc12,585.6934207977553,False,['315237-30-0'],0.1791126319,6,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l143367
POOL-00033287,"InChI=1S/C15H15N/c1-16(2)15-13-9-5-3-7-11(13)12-8-4-6-10-14(12)15/h3-10,15H,1-2H3",CN(C)C1c2ccccc2-c2ccccc21,482.96309015291206,False,['53156-46-0'],0.1892725048,6,$106.00/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s756172
POOL-00037230,"InChI=1S/C18H18O/c19-17-13-7-8-14-18(17,15-9-3-1-4-10-15)16-11-5-2-6-12-16/h1-6,9-12H,7-8,13-14H2",O=C1CCCCC1(c1ccccc1)c1ccccc1,517.2588589778746,False,['22612-62-0'],0.1895530063,6,$106.00/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s36529
POOL-00036491,"InChI=1S/C13H16O4/c1-13(2)7-9(14)8-5-11(15-3)12(16-4)6-10(8)17-13/h5-6H,7H2,1-4H3",COc1cc2c(cc1OC)C(=O)CC(C)(C)O2,462.73242109600255,False,['65383-61-1'],0.179482785,6,"$107.00
$32.10/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/300632
POOL-00040636,"InChI=1S/C16H13NS/c1-12-17-15(13-8-4-2-5-9-13)16(18-12)14-10-6-3-7-11-14/h2-11H,1H3",Cc1nc(-c2ccccc2)c(-c2ccccc2)s1,584.3735158965357,False,['3755-83-7'],0.1816210022,6,,,
POOL-00031967,"InChI=1S/C14H18O4/c1-5-17-13-7-11-9(6-12(13)16-4)10(15)8-14(2,3)18-11/h6-7H,5,8H2,1-4H3",CCOc1cc2c(cc1OC)C(=O)CC(C)(C)O2,476.9274900275585,False,['65383-62-2'],0.1732227839,6,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r752045
POOL-00031327,"InChI=1S/C14H12S/c1-3-7-13-11(5-1)9-15-10-12-6-2-4-8-14(12)13/h1-8H,9-10H2",c1ccc2c(c1)CSCc1ccccc1-2,442.7023031575266,False,['6672-64-6'],0.1752543246,6,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r163694
