ligand,amount,fom,window
octadecane-1-thiol,16.8,0.899123352919649,large
octadecane-1-thiol,5.7,0.9034090592438059,large
octadecane-1-thiol,8.4,0.742435923396018,large
octadecane-1-thiol,13.850000000000001,0.6989658202381195,large
octadecane-1-thiol,19.55,0.8739162661782162,large
octadecane-1-thiol,2.75,1.1968155362891764,large
octadecane-1-thiol,20.900000000000002,0.9922664085706694,large
octadecane-1-thiol,4.1000000000000005,1.1710678598033442,large
octadecane-1-thiol,7.050000000000001,1.0120731709582556,large
octadecane-1-thiol,9.75,0.9678952853515039,large
octadecane-1-thiol,12.5,0.862931705495624,large
octadecane-1-thiol,15.25,0.744559270742577,large
octadecane-1-thiol,1.35,0.8939348059914434,large
octadecane-1-thiol,18.2,1.0123908370967172,large
octadecane-1-thiol,15.9,1.0752274285204746,large
octadecane-1-thiol,20.25,1.0054077551407112,large
octadecane-1-thiol,21.8,0.9136133873056151,large
octadecane-1-thiol,3.4000000000000004,0.9091772075474501,large
octadecane-1-thiol,4.75,0.8397086388470391,large
octadecane-1-thiol,0.7000000000000001,1.0689298366527278,large
octadecane-1-thiol,2.0500000000000003,0.8196622335830696,large
octadecane-1-thiol,6.3500000000000005,1.1451306982524645,large
octadecane-1-thiol,7.75,0.9189078229466412,large
octadecane-1-thiol,9.1,1.0318855064359902,large
octadecane-1-thiol,10.450000000000001,0.8492664884516283,large
octadecane-1-thiol,11.8,0.9132121248149268,large
octadecane-1-thiol,13.200000000000001,0.8921681364143852,large
octadecane-1-thiol,14.55,0.996981242836257,large
octadecane-1-thiol,17.5,0.7669965316802309,large
octadecane-1-thiol,18.85,1.116485014889439,large
octadecane-1-thiol,5.25,0.9186458877096642,large
octadecane-1-thiol,16.35,0.9714564899563627,large
octadecane-1-thiol,21.35,0.9157311615620256,large
octadecane-1-thiol,8.85,1.0233753977793092,large
octadecane-1-thiol,10.25,0.985985535973368,large
octadecane-1-thiol,10.9,1.1695742716435598,large
octadecane-1-thiol,12.75,1.0184432129979322,large
octadecane-1-thiol,13.4,0.9978785103501571,large
