ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,sigma-price,sigma-avail,sigma-url,fisher-price,fisher-avail,fisher-url
POOL-00039345,"InChI=1S/C12H16O4/c13-9(14)11-2-7-1-8(4-11)5-12(3-7,6-11)10(15)16/h7-8H,1-6H2,(H,13,14)(H,15,16)",O=C(O)C12CC3CC(C1)CC(C(=O)O)(C3)C2,327.2150500951926,False,['39269-10-8'],0.5058411183,0,$120.00/1 G,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/340820,"$60.00
Each/1g",Check Availability,https://www.fishersci.com/shop/products/adamantane-1-3-dicarboxylic-acid-98-thermo-scientific/AAH6008103#39269-10-8
POOL-00035182,"InChI=1S/C14H20O4/c1-17-11(15)13-4-9-3-10(5-13)7-14(6-9,8-13)12(16)18-2/h9-10H,3-8H2,1-2H3",COC(=O)C12CC3CC(C1)CC(C(=O)OC)(C3)C2,352.5981721388677,False,['1459-95-6'],0.49070818,0,$270.00/5 G,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/340839,,,
POOL-00029288,"InChI=1S/C13H18O4/c14-11(15)10(12(16)17)13-4-7-1-8(5-13)3-9(2-7)6-13/h7-10H,1-6H2,(H,14,15)(H,16,17)",O=C(O)C(C(=O)O)C12CC3CC(CC(C3)C1)C2,324.3315395541238,False,['24779-68-8'],0.4954181613,0,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s171573,,,
POOL-00017481,"InChI=1S/C16H24O4/c1-11-5-3-2-4-6-12-9-13(17)10-14(12)15(18)7-8-16(19)20-11/h4,6-8,11-15,17-18H,2-3,5,9-10H2,1H3",CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,387.9381109542897,False,['20350-15-6'],0.4937486815,0,$198.00/5 MG,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/b7651,"$175.68
Each/5mg",Check Availability,https://www.fishersci.com/shop/products/brefeldin-a-natural/AC297140050#20350-15-6
POOL-00023322,"InChI=1S/C14H20O4/c1-11-3-12(2)6-13(4-11,9(15)16)8-14(5-11,7-12)10(17)18/h3-8H2,1-2H3,(H,15,16)(H,17,18)",CC12CC3(C)CC(C(=O)O)(C1)CC(C(=O)O)(C2)C3,398.710344630571,False,['13928-68-2'],0.3541441272,0,$195.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/comh04235ea5?context=bbe,,,
POOL-00040495,"InChI=1S/C14H8O5/c15-7-3-1-2-6-10(7)14(19)12-9(17)5-4-8(16)11(12)13(6)18/h1-5,15-17H",O=C1c2cccc(O)c2C(=O)c2c(O)ccc(O)c21,745.7418105144527,False,['2961-04-8'],0.4806143697,0,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph003758,,,
POOL-00041435,"InChI=1S/C14H20O4/c15-11(16)6-13-2-9-1-10(4-13)5-14(3-9,8-13)7-12(17)18/h9-10H,1-8H2,(H,15,16)(H,17,18)",O=C(O)CC12CC3CC(C1)CC(CC(=O)O)(C3)C2,352.5981721388677,False,['17768-28-4'],0.3521604143,0,$207.00/5 G,"Estimated to ship on November 29, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/146226,"$194.50
Each of 1/5g",Check Availability,
POOL-00036149,"InChI=1S/C14H18O2/c1-3-7-12(8-4-1)13-11-15-14(16-13)9-5-2-6-10-14/h1,3-4,7-8,13H,2,5-6,9-11H2",c1ccc(C2COC3(CCCCC3)O2)cc1,341.0127910225911,False,['55668-47-8'],0.5384300008,0,$68.10/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s941328,,,
POOL-00021418,"InChI=1S/C12H20O4/c13-11-7-3-1-5-9(11)15-12(14)8-4-2-6-10(12)16-11/h9-10,13-14H,1-8H2",OC12CCCCC1OC1(O)CCCCC1O2,254.19232562657191,False,['60308-50-1'],0.4945311985,0,,,,,,
POOL-00039380,"InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3",CC1CCC2C(C)(C)C3CC12CCC3(C)O,313.39664106587225,False,['16230-29-8'],0.3278198428,0,,,,,,
POOL-00042330,"InChI=1S/C14H8BrNO3/c15-8-5-9(17)10-11(12(8)16)14(19)7-4-2-1-3-6(7)13(10)18/h1-5,17H,16H2",Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O,752.596563486726,False,"['116-82-5', '12217-92-4', '3251-92-1']",0.3281388024,0,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s468827,,,
POOL-00035212,"InChI=1S/C14H10OS/c1-9-6-7-11-13(8-9)16-12-5-3-2-4-10(12)14(11)15/h2-8H,1H3",Cc1ccc2c(=O)c3ccccc3sc2c1,740.3897192103875,False,['84964-63-6'],0.539865264,0,,,,,,
POOL-00013569,"InChI=1S/C15H24O3/c1-12(2)8-10-14(9-16)5-4-11(17)13(14,3)6-7-15(10,12)18/h4-5,10-11,16-18H,6-9H2,1-3H3",CC1(C)CC2C1(O)CCC1(C)C(O)C=CC21CO,415.9617766609256,False,['91161-74-9'],0.5179569086,0,$28.60/1MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t225479,,,
POOL-00022090,InChI=1S/C14H10O/c1-2-6-11(7-3-1)14-10-12-8-4-5-9-13(12)15-14/h1-10H,c1ccc(-c2cc3ccccc3o2)cc1,545.3557292313371,False,['1839-72-1'],0.5462877211,0,$134.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s49779,,,
POOL-00012955,"InChI=1S/C12H20O5/c1-11(2)13-6-9(16-11)7-5-8-10(14-7)17-12(3,4)15-8/h7-10H,5-6H2,1-4H3",CC1(C)OCC(C2CC3OC(C)(C)OC3O2)O1,298.01784906215136,False,"['4613-62-1', '81097-00-9']",0.5690343631,0,,,,,,
POOL-00036242,"InChI=1S/C14H12O/c1-3-7-11(8-4-1)13-14(15-13)12-9-5-2-6-10-12/h1-10,13-14H",c1ccc(C2OC2c2ccccc2)cc1,391.9105840848162,False,"['17619-97-5', '1439-07-2']",0.5428811353,0,,,,,,
POOL-00041948,"InChI=1S/C14H8O5/c15-8-5-9(16)14(19)11-10(8)12(17)6-3-1-2-4-7(6)13(11)18/h1-5,15-16,19H",O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,745.7418105144527,False,['81-54-9'],0.4713099038,0,$70.10/5 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sial/229148,"$44.50
Each/5g",Check Availability,https://www.fishersci.com/shop/products/purpurin-thermo-scientific/AC211990050#81-54-9
POOL-00011466,"InChI=1S/C12H18O6/c1-10(2)15-6-12(18-10)9(13)8-7(5-14-12)16-11(3,4)17-8/h7-8H,5-6H2,1-4H3",CC1(C)OC2COC3(COC(C)(C)O3)C(=O)C2O1,388.0288740695232,False,['18422-53-2'],0.4980900865,0,$213.00/5 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/520160,"$56.50
Each/1g",Check Availability,https://www.fishersci.com/shop/products/d-epoxone-98-thermo-scientific/AAL1898903#18422-53-2
POOL-00041293,"InChI=1S/C14H20O5/c1-2-4-14-13(3-1)18-11-9-16-7-5-15-6-8-17-10-12-19-14/h1-4H,5-12H2",c1ccc2c(c1)OCCOCCOCCOCCO2,322.444489776048,False,['14098-44-3'],0.5629326115,0,$151.00/5 G,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/282790,"$44.50
Each/1g",Check Availability,https://www.fishersci.com/shop/products/benzo-15-crown-5-98-thermo-scientific/AAA1601103#14098-44-3
POOL-00041584,"InChI=1S/C14H8O5/c15-6-1-2-7-9(5-6)13(18)11-8(12(7)17)3-4-10(16)14(11)19/h1-5,15-16,19H",O=C1c2ccc(O)cc2C(=O)c2c1ccc(O)c2O,745.7418105144527,False,['602-65-3'],0.4801457585,0,$201.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s786926,,,
POOL-00020138,InChI=1S/C12H20O4/c1-7-13-11(14-8-1)3-5-12(6-4-11)15-9-2-10-16-12/h1-10H2,C1COC2(CCC3(CC2)OCCCO3)OC1,203.40331533468293,False,['28647-19-0'],0.5630696562,0,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s672459,,,
POOL-00036513,"InChI=1S/C12H6O6S/c13-11-7-3-1-2-6-9(19(15,16)17)5-4-8(10(6)7)12(14)18-11/h1-5H,(H,15,16,17)",O=C1OC(=O)c2ccc(S(=O)(=O)O)c3cccc1c23,829.6438072070572,False,['52083-12-2'],0.5000389978,0,,,,,,
POOL-00024131,"InChI=1S/C16H14S/c1-17-11-16-14-8-4-2-6-12(14)10-13-7-3-5-9-15(13)16/h2-10H,11H2,1H3",CSCc1c2ccccc2cc2ccccc12,616.4933699335968,False,['61574-53-6'],0.5361110471,0,$172.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s701475,,,
POOL-00039377,"InChI=1S/C12H18O7/c1-10(2)15-5-6-7(17-10)8-12(16-6,9(13)14)19-11(3,4)18-8/h6-8H,5H2,1-4H3,(H,13,14)",CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,418.3009613636264,False,['18467-77-1'],0.5375797053,0,,,,,,
POOL-00021218,"InChI=1S/C10H10O4S2/c11-15(12)3-7-1-8-4-16(13,14)6-10(8)2-9(7)5-15/h1-2H,3-6H2",O=S1(=O)Cc2cc3c(cc2C1)CS(=O)(=O)C3,579.5243689970865,False,['114205-33-3'],0.5504057415,0,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s314129,,,
POOL-00027650,"InChI=1S/C12H18O7/c1-11(2)16-5-6(17-11)8-10(15-7(5)9(13)14)19-12(3,4)18-8/h5-8,10H,1-4H3,(H,13,14)",CC1(C)OC2OC(C(=O)O)C3OC(C)(C)OC3C2O1,404.8820793140836,False,['1093405-83-4'],0.5302254328,0,,,,,,
POOL-00041431,"InChI=1S/C14H26O5/c1-2-4-14-13(3-1)18-11-9-16-7-5-15-6-8-17-10-12-19-14/h13-14H,1-12H2",C1CCC2OCCOCCOCCOCCOC2C1,201.8818633508075,False,['17454-48-7'],0.5662227168,0,,,,,,
POOL-00013381,"InChI=1S/C13H8O6/c14-7-3-1-5-9(16)6-2-4-8(15)11(18)13(6)19-12(5)10(7)17/h1-4,14-15,17-18H",O=c1c2ccc(O)c(O)c2oc2c(O)c(O)ccc12,808.8008533754268,False,['99420-08-3'],0.552380706,0,,,,,,
POOL-00025593,"InChI=1S/C18H19NO4/c1-18(2,3)23-17(22)19(13-9-5-4-6-10-13)15-12-8-7-11-14(15)16(20)21/h4-12H,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N(c1ccccc1)c1ccccc1C(=O)O,704.4615667431059,False,['669713-65-9'],0.3439454727,1,$98.75/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/astatechinc/ate003445270?context=bbe,,,
POOL-00017031,"InChI=1S/C18H25NO4/c1-13-6-8-14(9-7-13)12-18(15(20)21)10-5-11-19(18)16(22)23-17(2,3)4/h6-9H,5,10-12H2,1-4H3,(H,20,21)",Cc1ccc(CC2(C(=O)O)CCCN2C(=O)OC(C)(C)C)cc1,588.034303139469,False,['351002-82-9'],0.3570876352,1,$266.00/500 MG,"Estimated to ship on December 02, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/76501,,,
POOL-00014355,"InChI=1S/C17H23NO4/c1-16(2,3)22-15(21)18-11-7-10-17(18,14(19)20)12-13-8-5-4-6-9-13/h4-6,8-9H,7,10-12H2,1-3H3,(H,19,20)",CC(C)(C)OC(=O)N1CCCC1(Cc1ccccc1)C(=O)O,549.5274072504759,False,['351002-72-7'],0.3493497761,1,$184.00/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh14dbb4a6?context=bbe,,,
POOL-00006082,"InChI=1S/C17H23NO4/c1-17(2,3)22-16(21)18-9-7-12(8-10-18)13-5-4-6-14(11-13)15(19)20/h4-6,11-12H,7-10H2,1-3H3,(H,19,20)",CC(C)(C)OC(=O)N1CCC(c2cccc(C(=O)O)c2)CC1,554.0225197483126,False,['828243-30-7'],0.3455531795,1,,,,,,
POOL-00011762,"InChI=1S/C17H23NO5/c1-17(2,3)23-16(21)18-10-13(9-14(18)15(19)20)22-11-12-7-5-4-6-8-12/h4-8,13-14H,9-11H2,1-3H3,(H,19,20)",CC(C)(C)OC(=O)N1CC(OCc2ccccc2)CC1C(=O)O,551.8521961553299,False,"['40350-83-2', '1610436-78-6']",0.3438243194,1,,,,,,
POOL-00028082,"InChI=1S/C18H21NO4/c1-10-6-8-13(9-7-10)16-14(17(20)22-4)11(2)19-12(3)15(16)18(21)23-5/h6-9,16,19H,1-5H3",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C)cc1,660.2366999136367,False,"['73257-48-4', '5760-40-7']",0.3609665777,1,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r537578,,,
POOL-00005903,"InChI=1S/C16H20FNO4/c1-16(2,3)22-15(21)18-8-11(12(9-18)14(19)20)10-6-4-5-7-13(10)17/h4-7,11-12H,8-9H2,1-3H3,(H,19,20)",CC(C)(C)OC(=O)N1CC(C(=O)O)C(c2ccccc2F)C1,581.753692556453,False,['959581-02-3'],0.3434198209,1,$98.26/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/chemimpexinternationalinc/ch6371381662?context=bbe,,,
POOL-00025870,"InChI=1S/C16H21NO4/c1-16(2,3)21-15(20)17-9-12(13(10-17)14(18)19)11-7-5-4-6-8-11/h4-8,12-13H,9-10H2,1-3H3,(H,18,19)",CC(C)(C)OC(=O)N1CC(C(=O)O)C(c2ccccc2)C1,520.8285558163568,False,"['939757-89-8', '221142-28-5']",0.3263613513,1,$59.40/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f443b?context=bbe,,,
POOL-00037850,"InChI=1S/C17H21NO5/c1-5-21-16(19)13-10(3)18-11(4)14(17(20)22-6-2)15(13)12-8-7-9-23-12/h7-9,15,18H,5-6H2,1-4H3",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccco1,614.5334205783417,False,['23118-56-1'],0.3316998635,1,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r397903,,,
POOL-00017502,"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)",CC(C)C1CCC(C(O)=NC(Cc2ccccc2)C(=O)O)CC1,530.8055238275556,False,['1227666-13-8'],0.3509916492,1,,,,,,
POOL-00032725,"InChI=1S/C18H25NO4/c1-5-23-13-8-6-12(7-9-13)19-15(20)14-10-11-18(4,16(21)22)17(14,2)3/h6-9,14H,5,10-11H2,1-4H3,(H,19,20)(H,21,22)",CCOc1ccc(NC(=O)C2CCC(C)(C(=O)O)C2(C)C)cc1,593.544078143796,False,['7153-49-3'],0.3441973673,1,,,,,,
POOL-00006086,"InChI=1S/C16H21NO4/c1-16(2,3)21-15(20)17-9-5-8-13(17)11-6-4-7-12(10-11)14(18)19/h4,6-7,10,13H,5,8-9H2,1-3H3,(H,18,19)",CC(C)(C)OC(=O)N1CCCC1c1cccc(C(=O)O)c1,547.4531124676994,False,['317355-21-8'],0.3265265281,1,$357.60/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/jwpharmlabllc/jwph3249e81d?context=bbe,,,
POOL-00014360,"InChI=1S/C17H22FNO4/c1-16(2,3)23-15(22)19-10-4-9-17(19,14(20)21)11-12-5-7-13(18)8-6-12/h5-8H,4,9-11H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CCCC1(Cc1ccc(F)cc1)C(=O)O,593.6060848641748,False,['351002-78-3'],0.3572801882,1,$333.00/500 MG,"Estimated to ship on November 29, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/74082,,,
POOL-00036905,"InChI=1S/C17H19NO4/c1-10-13(16(19)21-3)15(12-8-6-5-7-9-12)14(11(2)18-10)17(20)22-4/h5-9,15,18H,1-4H3",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1,620.4963278818949,False,"['70677-78-0', '103183-96-6']",0.3478928212,1,,,,"$63.70
Each of 1/100mL",,https://www.fishersci.com/shop/products/hydrogen-chloride-1m-solution-ethyl-acetate-acroseal-thermo-scientific/AC428921000#7647-78-0
POOL-00011443,"InChI=1S/C17H17NO4/c1-21-16(19)15(14-10-6-3-7-11-14)18-17(20)22-12-13-8-4-2-5-9-13/h2-11,15H,12H2,1H3,(H,18,20)",COC(=O)C(N=C(O)OCc1ccccc1)c1ccccc1,625.6219018708533,False,['134306-43-7'],0.3504693446,1,,,,,,
POOL-00028022,"InChI=1S/C18H21NO4/c1-12-5-6-15(9-13(12)2)23-11-18(20)19-16-8-7-14(21-3)10-17(16)22-4/h5-10H,11H2,1-4H3,(H,19,20)",COc1ccc(N=C(O)COc2ccc(C)c(C)c2)c(OC)c1,710.162927814908,False,['303990-07-0'],0.3447978878,1,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r496170,,,
POOL-00032085,"InChI=1S/C18H21NO4/c1-5-12-8-6-7-9-14(12)19-18(20)13-10-15(21-2)17(23-4)16(11-13)22-3/h6-11H,5H2,1-4H3,(H,19,20)",CCc1ccccc1N=C(O)c1cc(OC)c(OC)c(OC)c1,684.9129278149078,False,['299950-95-1'],0.3327275164,1,,,,,,
POOL-00032142,"InChI=1S/C16H19NO5/c1-8-6-7-11(22-8)14-12(15(18)20-4)9(2)17-10(3)13(14)16(19)21-5/h6-7,14,17H,1-5H3",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C)o1,642.4632153235622,False,['296266-88-1'],0.3468449122,1,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r964239,,,
POOL-00003967,"InChI=1S/C16H21NO4/c1-16(2,3)21-15(20)17-9-8-11(10-17)12-6-4-5-7-13(12)14(18)19/h4-7,11H,8-10H2,1-3H3,(H,18,19)",CC(C)(C)OC(=O)N1CCC(c2ccccc2C(=O)O)C1,547.4531124676994,False,['889953-29-1'],0.3373773165,1,$222.20/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh95e08691?context=bbe,,,
POOL-00005025,"InChI=1S/C16H22FNO3/c1-16(2,3)21-15(20)18-8-12(10-19)14(9-18)11-5-4-6-13(17)7-11/h4-7,12,14,19H,8-10H2,1-3H3",CC(C)(C)OC(=O)N1CC(CO)C(c2cccc(F)c2)C1,512.4887072209367,False,['1788786-99-1'],0.3273706053,1,,,,,,
POOL-00031665,"InChI=1S/C18H21NO4/c1-12-15(9-10-16(20)22-3)13(2)19-17(12)18(21)23-11-14-7-5-4-6-8-14/h4-8,19H,9-11H2,1-3H3",COC(=O)CCc1c(C)[nH]c(C(=O)OCc2ccccc2)c1C,688.5471902348854,False,['20303-31-5'],0.3332063998,1,$332.00/5 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/288950,,,
POOL-00020501,"InChI=1S/C17H22BrNO4/c1-16(2,3)23-15(22)19-10-6-9-17(19,14(20)21)11-12-7-4-5-8-13(12)18/h4-5,7-8H,6,9-11H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CCCC1(Cc1ccccc1Br)C(=O)O,610.8560848641748,False,['351002-85-2'],0.3560009721,1,$325.00/500 MG,"Estimated to ship on November 29, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/90682,,,
POOL-00028326,"InChI=1S/C18H21NO5/c1-10-14(17(20)23-4)16(12-7-6-8-13(9-12)22-3)15(11(2)19-10)18(21)24-5/h6-9,16,19H,1-5H3",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(OC)c1,694.6795973873104,False,['43114-34-7'],0.3610342498,1,,,,,,
POOL-00029790,"InChI=1S/C17H18BrNO4/c1-9-13(16(20)22-3)15(11-5-7-12(18)8-6-11)14(10(2)19-9)17(21)23-4/h5-8,15,19H,1-4H3",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Br)cc1,665.8084816383425,False,['94889-62-0'],0.3375847634,1,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r439622,,,
POOL-00019680,"InChI=1S/C18H23NO3/c1-2-3-6-13-9-11-14(12-10-13)19-17(20)15-7-4-5-8-16(15)18(21)22/h4-5,9-12,15-16H,2-3,6-8H2,1H3,(H,19,20)(H,21,22)",CCCCc1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,547.9556255257702,False,['196207-27-9'],0.325374627,1,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s746320,,,
POOL-00004121,"InChI=1S/C16H19NO4/c1-16(2,3)21-15(20)17-12(13(18)10-14(17)19)9-11-7-5-4-6-8-11/h4-8,10,12,18H,9H2,1-3H3",CC(C)(C)OC(=O)N1C(=O)C=C(O)C1Cc1ccccc1,571.6898146343779,False,['1119449-12-5'],0.3337228591,1,$68.10/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t328723,,,
POOL-00034399,"InChI=1S/C17H23NO3/c1-10-8-11(2)15(12(3)9-10)18-16(19)13-6-4-5-7-14(13)17(20)21/h8-9,13-14H,4-7H2,1-3H3,(H,18,19)(H,20,21)",Cc1cc(C)c(N=C(O)C2CCCCC2C(=O)O)c(C)c1,554.3931070213672,False,['200934-71-0'],0.336494731,1,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s676594,"$574.32
Each
$2,109.43
Case of 4 EA/2.5kg",Check Availability,
POOL-00031865,"InChI=1S/C19H22FNO4/c1-5-24-18(22)15-11(3)21-12(4)16(19(23)25-6-2)17(15)13-7-9-14(20)10-8-13/h7-10,17,21H,5-6H2,1-4H3",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(F)cc1,694.2959170380237,False,['58395-00-9'],0.3449072869,1,$36.10/1 G,"Estimated to ship on November 29, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/592331,,,
POOL-00028083,"InChI=1S/C17H18FNO4/c1-9-13(16(20)22-3)15(11-5-7-12(18)8-6-11)14(10(2)19-9)17(21)23-4/h5-8,15,19H,1-4H3",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(F)cc1,665.8084816383425,False,['86408-10-8'],0.3470003855,1,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r406244,,,
POOL-00023083,"InChI=1S/C19H23NO4/c1-5-23-18-15(11-21)17(14-9-7-8-12(3)10-14)16(13(4)20-18)19(22)24-6-2/h7-11,17,20H,5-6H2,1-4H3",CCOC(=O)C1=C(C)NC(OCC)=C(C=O)C1c1cccc(C)c1,703.0732682995612,False,['866156-54-9'],0.3412859899,1,$28.60/5MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r409472,,,
POOL-00029474,"InChI=1S/C17H19NO4/c1-4-22-13-7-5-12(6-8-13)17(19)18-15-11-14(20-2)9-10-16(15)21-3/h5-11H,4H2,1-3H3,(H,18,19)",CCOc1ccc(C(=O)Nc2cc(OC)ccc2OC)cc1,637.6072393643628,False,['313251-88-6'],0.333390466,1,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r590908,,,
POOL-00028074,"InChI=1S/C20H25NO2/c1-5-15-10-6-8-12-17(15)21-19(22)14-23-18-13-9-7-11-16(18)20(2,3)4/h6-13H,5,14H2,1-4H3,(H,21,22)",CCc1ccccc1N=C(O)COc1ccccc1C(C)(C)C,684.0361834966216,False,['304892-63-5'],0.3274146612,1,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r507660,,,
POOL-00032059,"InChI=1S/C17H17NO3/c1-3-21-17(20)13-8-10-14(11-9-13)18-16(19)15-7-5-4-6-12(15)2/h4-11H,3H2,1-2H3,(H,18,19)",CCOC(=O)c1ccc(NC(=O)c2ccccc2C)cc1,647.3397259653516,False,['168080-73-7'],0.3259162661,1,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r437255,,,
POOL-00013359,"InChI=1S/C18H22BrNO3/c1-21-16-7-5-4-6-14(16)12-20-9-8-13-10-18(23-3)15(19)11-17(13)22-2/h4-7,10-11,20H,8-9,12H2,1-3H3",COc1cc(CCNCc2ccccc2OC)c(OC)cc1Br,646.158978908934,False,['1026511-90-9'],0.3484834916,1,,,,,,
POOL-00035179,"InChI=1S/C17H19NO5/c1-20-13-7-5-12(6-8-13)18-17(19)11-9-14(21-2)16(23-4)15(10-11)22-3/h5-10H,1-4H3,(H,18,19)",COc1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,656.8782366186763,False,['742-15-4'],0.3330919488,1,,,,,,
POOL-00014633,"InChI=1S/C20H23NO4/c1-20(2,3)25-19(24)21-17(18(22)23)16(14-10-6-4-7-11-14)15-12-8-5-9-13-15/h4-13,16-17H,1-3H3,(H,21,24)(H,22,23)",CC(C)(C)OC(O)=NC(C(=O)O)C(c1ccccc1)c1ccccc1,680.8663024953792,False,['119363-63-2'],0.3336003126,1,$225.00/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/astatechinc/ate014416792?context=bbe,,,
POOL-00017962,"InChI=1S/C17H22BrNO4/c1-16(2,3)23-15(22)19-10-4-9-17(19,14(20)21)11-12-5-7-13(18)8-6-12/h5-8H,4,9-11H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CCCC1(Cc1ccc(Br)cc1)C(=O)O,593.6060848641748,False,['336817-91-5'],0.3390956771,1,$334.00/500 MG,"Estimated to ship on December 02, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/94866,,,
POOL-00028016,"InChI=1S/C16H17NO4/c1-19-13-8-9-14(15(10-13)20-2)17-16(18)11-21-12-6-4-3-5-7-12/h3-10H,11H2,1-2H3,(H,17,18)",COc1ccc(N=C(O)COc2ccccc2)c(OC)c1,610.9289707423743,False,['303989-21-1'],0.3391375953,1,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l131342,,,
POOL-00006951,"InChI=1S/C20H25NO3/c1-20(2,3)24-19(23)21-17(14-22)18(15-10-6-4-7-11-15)16-12-8-5-9-13-16/h4-13,17-18,22H,14H2,1-3H3,(H,21,23)",CC(C)(C)OC(O)=NC(CO)C(c1ccccc1)c1ccccc1,608.0891081502009,False,['153908-76-0'],0.3288173699,1,,,,,,
